member,bioguide,in_house_registrant_client,contribution_date,amount,amount_num,honoree_name_as_filed,filing_year,filing_period,filing_uuid,lda_url
DelBene,D000617,THE PROCTER AND GAMBLE COMPANY,2022-03-28,2500.00,2500.0,Rep. Suzan Kay DelBene,2022,Mid-Year (Jan 1 - Jun 30),0783babd-188b-4c9f-8af4-6a9f52761386,https://lda.gov/filings/public/contribution/0783babd-188b-4c9f-8af4-6a9f52761386/print/
DelBene,D000617,RETAIL INDUSTRY LEADERS ASSOCIATION,2022-03-28,1000.00,1000.0,Suzan DelBene,2022,Mid-Year (Jan 1 - Jun 30),fb2f5d69-e33a-4ab4-ad0f-3f7f8071b251,https://lda.gov/filings/public/contribution/fb2f5d69-e33a-4ab4-ad0f-3f7f8071b251/print/
DelBene,D000617,"SALESFORCE, INC.",2022-04-25,1000.00,1000.0,Rep. Suzan DelBene,2022,Mid-Year (Jan 1 - Jun 30),0a2b8b65-2b36-4fd2-801f-82299d0eaa2a,https://lda.gov/filings/public/contribution/0a2b8b65-2b36-4fd2-801f-82299d0eaa2a/print/
DelBene,D000617,EBAY INC.,2022-05-02,1000.00,1000.0,Congressmember Suzan DelBene,2022,Mid-Year (Jan 1 - Jun 30),739336f6-6c4d-49a1-8541-f9b4da853ef0,https://lda.gov/filings/public/contribution/739336f6-6c4d-49a1-8541-f9b4da853ef0/print/
DelBene,D000617,THE HOME DEPOT,2022-05-25,5000.00,5000.0,Rep. Suzan Kay DelBene,2022,Mid-Year (Jan 1 - Jun 30),3ff151a7-03ed-4835-a8cc-350a09faf1e2,https://lda.gov/filings/public/contribution/3ff151a7-03ed-4835-a8cc-350a09faf1e2/print/
DelBene,D000617,AMERICAN LAND TITLE ASSOCIATION,2022-06-14,2500.00,2500.0,Rep. Suzan DelBene,2022,Mid-Year (Jan 1 - Jun 30),5fa5f8ec-113f-469a-bdc2-2eed14ad87dd,https://lda.gov/filings/public/contribution/5fa5f8ec-113f-469a-bdc2-2eed14ad87dd/print/
DelBene,D000617,"ZILLOW GROUP, INC.",2022-06-16,2500.00,2500.0,Rep. Suzan Kay DelBene,2022,Mid-Year (Jan 1 - Jun 30),ad1af562-77ee-4ec9-9f41-f2fb2496010d,https://lda.gov/filings/public/contribution/ad1af562-77ee-4ec9-9f41-f2fb2496010d/print/
DelBene,D000617,"MEDTRONIC, INC.",2022-06-21,1500.00,1500.0,Suzan DelBene,2022,Mid-Year (Jan 1 - Jun 30),32c36378-eac4-4c40-ac6f-da8646815cb6,https://lda.gov/filings/public/contribution/32c36378-eac4-4c40-ac6f-da8646815cb6/print/
DelBene,D000617,PRIMERICA LIFE INSURANCE COMPANY,2022-06-21,1000.00,1000.0,U.S. Rep. Suzan Kay DelBene,2022,Mid-Year (Jan 1 - Jun 30),9ca7982c-7740-4cc1-8bdb-b09cd0186213,https://lda.gov/filings/public/contribution/9ca7982c-7740-4cc1-8bdb-b09cd0186213/print/
DelBene,D000617,PRIMERICA LIFE INSURANCE COMPANY,2022-06-21,1000.00,1000.0,U.S. Rep. Suzan Kay DelBene,2022,Mid-Year (Jan 1 - Jun 30),159088e5-2233-4a9f-9dc8-73ad0a09ed6b,https://lda.gov/filings/public/contribution/159088e5-2233-4a9f-9dc8-73ad0a09ed6b/print/
DelBene,D000617,PRIMERICA LIFE INSURANCE COMPANY,2022-06-21,1000.00,1000.0,U.S. Rep. Suzan Kay DelBene,2022,Mid-Year (Jan 1 - Jun 30),579591b3-56b9-4afd-8fb0-573f41a47412,https://lda.gov/filings/public/contribution/579591b3-56b9-4afd-8fb0-573f41a47412/print/
DelBene,D000617,GUARDIAN LIFE INSURANCE COMPANY OF AMERICA,2022-06-23,2000.00,2000.0,Rep Suzan DelBene,2022,Mid-Year (Jan 1 - Jun 30),6b3e82d1-c534-478e-bb3c-090a5bde8d72,https://lda.gov/filings/public/contribution/6b3e82d1-c534-478e-bb3c-090a5bde8d72/print/
DelBene,D000617,MUTUAL OF OMAHA,2022-06-24,1000.00,1000.0,Rep Suzan DelBene,2022,Mid-Year (Jan 1 - Jun 30),4c3da377-8951-4727-a507-cf1f2bde23ee,https://lda.gov/filings/public/contribution/4c3da377-8951-4727-a507-cf1f2bde23ee/print/
DelBene,D000617,THE NONPROFIT ALLIANCE,2022-06-24,1000.00,1000.0,Rep. Suzan Delbene,2022,Mid-Year (Jan 1 - Jun 30),a7a1c265-a78f-4a4e-a509-e015430a4e66,https://lda.gov/filings/public/contribution/a7a1c265-a78f-4a4e-a509-e015430a4e66/print/
DelBene,D000617,AMAZON.COM SERVICES LLC,2022-06-24,5000.00,5000.0,Rep. Suzan Kay DelBene,2022,Mid-Year (Jan 1 - Jun 30),e2064ae7-a2e2-4e2c-9c2b-bb565664ff32,https://lda.gov/filings/public/contribution/e2064ae7-a2e2-4e2c-9c2b-bb565664ff32/print/
DelBene,D000617,NATIONAL ASSOCIATION OF MANUFACTURERS,2022-06-24,1500.00,1500.0,Suzan DelBene,2022,Mid-Year (Jan 1 - Jun 30),f134fb38-a5aa-4a14-b789-20308f650fa0,https://lda.gov/filings/public/contribution/f134fb38-a5aa-4a14-b789-20308f650fa0/print/
DelBene,D000617,GOOGLE CLIENT SERVICES LLC,2022-07-22,2500.00,2500.0,Rep. Suzan DelBene,2022,Year-End (July 1 - Dec 31),bd9ec6ec-9ddf-4f16-9194-ff3326707e64,https://lda.gov/filings/public/contribution/bd9ec6ec-9ddf-4f16-9194-ff3326707e64/print/
DelBene,D000617,FINSECA,2022-07-29,2500.00,2500.0,Suzan Delbene,2022,Year-End (July 1 - Dec 31),bf0a60b7-8d4e-4b08-a0c5-f241a2c60cd6,https://lda.gov/filings/public/contribution/bf0a60b7-8d4e-4b08-a0c5-f241a2c60cd6/print/
DelBene,D000617,STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY,2022-08-01,2500.00,2500.0,Rep. Suzan Kay DelBene,2022,Year-End (July 1 - Dec 31),8b12dda9-50b3-45af-90a3-01d1e22a56d6,https://lda.gov/filings/public/contribution/8b12dda9-50b3-45af-90a3-01d1e22a56d6/print/
DelBene,D000617,STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY,2022-08-04,500.00,500.0,Rep. Suzan Kay DelBene,2022,Year-End (July 1 - Dec 31),8b12dda9-50b3-45af-90a3-01d1e22a56d6,https://lda.gov/filings/public/contribution/8b12dda9-50b3-45af-90a3-01d1e22a56d6/print/
DelBene,D000617,"SAP AMERICA, INC.",2022-08-15,2500.00,2500.0,Rep. Suzan Kay DelBene,2022,Year-End (July 1 - Dec 31),a6385da2-365d-4b26-9453-a7af94170aa4,https://lda.gov/filings/public/contribution/a6385da2-365d-4b26-9453-a7af94170aa4/print/
DelBene,D000617,CHAMBER OF COMMERCE OF THE U.S.A.,2022-08-23,2500.00,2500.0,Suzan DelBene,2022,Year-End (July 1 - Dec 31),461415d6-b061-443c-b3c1-3714de3f0cfe,https://lda.gov/filings/public/contribution/461415d6-b061-443c-b3c1-3714de3f0cfe/print/
DelBene,D000617,THE HOME DEPOT,2022-08-31,2500.00,2500.0,Rep. Suzan Kay DelBene,2022,Year-End (July 1 - Dec 31),669d958e-e165-428a-8453-f372e286176e,https://lda.gov/filings/public/contribution/669d958e-e165-428a-8453-f372e286176e/print/
DelBene,D000617,GOOGLE CLIENT SERVICES LLC,2022-09-16,500.00,500.0,Rep. Suzan DelBene,2022,Year-End (July 1 - Dec 31),bd9ec6ec-9ddf-4f16-9194-ff3326707e64,https://lda.gov/filings/public/contribution/bd9ec6ec-9ddf-4f16-9194-ff3326707e64/print/
DelBene,D000617,CAPITAL ONE FINANCIAL CORPORATION,2022-09-19,1000.00,1000.0,Suzan DelBene,2022,Year-End (July 1 - Dec 31),ee24b240-e183-473e-8b2d-67ce53044a2a,https://lda.gov/filings/public/contribution/ee24b240-e183-473e-8b2d-67ce53044a2a/print/
DelBene,D000617,"GARMIN INTERNATIONAL, INC.",2022-09-20,2500.00,2500.0,Congresswoman Suzan Delbene,2022,Year-End (July 1 - Dec 31),2421a500-7df6-4898-9b65-b9c0cf24fcd8,https://lda.gov/filings/public/contribution/2421a500-7df6-4898-9b65-b9c0cf24fcd8/print/
DelBene,D000617,AMERICAN LAND TITLE ASSOCIATION,2022-09-20,2500.00,2500.0,Suzan DelBene,2022,Year-End (July 1 - Dec 31),275c624c-2023-4c7f-a30b-ca6b31b962d6,https://lda.gov/filings/public/contribution/275c624c-2023-4c7f-a30b-ca6b31b962d6/print/
DelBene,D000617,AMERICAN BANKERS ASSOCIATION,2022-09-22,2500.00,2500.0,Rep Suzan DelBene,2022,Year-End (July 1 - Dec 31),edc78b40-0d33-4c37-9475-2e522ec38b5a,https://lda.gov/filings/public/contribution/edc78b40-0d33-4c37-9475-2e522ec38b5a/print/
DelBene,D000617,MORTGAGE BANKERS ASSOCIATION,2022-09-22,2500.00,2500.0,Rep Suzan DelBene,2022,Year-End (July 1 - Dec 31),e8b3e72d-ceba-4730-982a-6f6739c195d4,https://lda.gov/filings/public/contribution/e8b3e72d-ceba-4730-982a-6f6739c195d4/print/
DelBene,D000617,INFORMATION TECHNOLOGY INDUSTRY COUNCIL,2022-09-22,1000.00,1000.0,Rep. Suzan DelBene,2022,Year-End (July 1 - Dec 31),9160a9e9-c1ed-4bf3-95d6-9c2e5b104ecd,https://lda.gov/filings/public/contribution/9160a9e9-c1ed-4bf3-95d6-9c2e5b104ecd/print/
DelBene,D000617,AMAZON.COM SERVICES LLC,2022-09-22,2500.00,2500.0,Rep. Suzan Kay DelBene,2022,Year-End (July 1 - Dec 31),7525d5d1-4696-40b8-a46d-71caff7f36ff,https://lda.gov/filings/public/contribution/7525d5d1-4696-40b8-a46d-71caff7f36ff/print/
DelBene,D000617,ROCK CENTRAL,2022-09-27,3500.00,3500.0,Rep. Suzan Delbene,2022,Year-End (July 1 - Dec 31),15c4a453-2354-484a-a4d8-69d86a374f44,https://lda.gov/filings/public/contribution/15c4a453-2354-484a-a4d8-69d86a374f44/print/
DelBene,D000617,ROCK CENTRAL,2022-09-27,1500.00,1500.0,Rep. Suzan Delbene,2022,Year-End (July 1 - Dec 31),15c4a453-2354-484a-a4d8-69d86a374f44,https://lda.gov/filings/public/contribution/15c4a453-2354-484a-a4d8-69d86a374f44/print/
DelBene,D000617,CONSUMER TECHNOLOGY ASSOCIATION,2022-09-28,5000.00,5000.0,Rep. Suzan Kay DelBene (D),2022,Year-End (July 1 - Dec 31),3431a770-d6ba-4312-a583-83c4383b40ac,https://lda.gov/filings/public/contribution/3431a770-d6ba-4312-a583-83c4383b40ac/print/
DelBene,D000617,NATIONAL ASSOCIATION OF MANUFACTURERS,2022-09-29,1000.00,1000.0,Rep. Suzan DelBene,2022,Year-End (July 1 - Dec 31),5a68bd6e-2b5f-479f-be02-d1404f860729,https://lda.gov/filings/public/contribution/5a68bd6e-2b5f-479f-be02-d1404f860729/print/
DelBene,D000617,UNITED SERVICES AUTOMOBILE ASSOCIATION,2022-10-04,2500.00,2500.0,Rep. Suzan Kay DelBene,2022,Year-End (July 1 - Dec 31),daa5ba24-df4b-4995-9218-d857e0a15d20,https://lda.gov/filings/public/contribution/daa5ba24-df4b-4995-9218-d857e0a15d20/print/
DelBene,D000617,AMERICAN BANKERS ASSOCIATION,2022-10-12,2500.00,2500.0,Rep Suzan DelBene,2022,Year-End (July 1 - Dec 31),edc78b40-0d33-4c37-9475-2e522ec38b5a,https://lda.gov/filings/public/contribution/edc78b40-0d33-4c37-9475-2e522ec38b5a/print/
DelBene,D000617,TARGET CORPORATION,2022-10-20,2000.00,2000.0,Suzan DelBene,2022,Year-End (July 1 - Dec 31),72b7c0a5-066e-47c9-9d91-b4ec3bf63a61,https://lda.gov/filings/public/contribution/72b7c0a5-066e-47c9-9d91-b4ec3bf63a61/print/
DelBene,D000617,AFLAC INCORPORATED,2022-10-24,3000.00,3000.0,Rep. Suzan Delbene,2022,Year-End (July 1 - Dec 31),25ed007c-d3a2-4b0d-90be-ff303d837968,https://lda.gov/filings/public/contribution/25ed007c-d3a2-4b0d-90be-ff303d837968/print/
DelBene,D000617,FINSECA,2022-11-04,5000.00,5000.0,Suzan Delbene,2022,Year-End (July 1 - Dec 31),bf0a60b7-8d4e-4b08-a0c5-f241a2c60cd6,https://lda.gov/filings/public/contribution/bf0a60b7-8d4e-4b08-a0c5-f241a2c60cd6/print/
DelBene,D000617,LOWE'S COMPANIES INC.,2022-12-14,1500.00,1500.0,Rep. Suzan Kay DelBene,2022,Year-End (July 1 - Dec 31),8847573f-5b1c-458c-939b-a16b22c62eb7,https://lda.gov/filings/public/contribution/8847573f-5b1c-458c-939b-a16b22c62eb7/print/
DelBene,D000617,MORTGAGE BANKERS ASSOCIATION,2023-01-25,1000.00,1000.0,Rep Suzan DelBene,2023,Mid-Year (Jan 1 - Jun 30),4ad5c94f-bb96-4f72-bd30-3fec4aaa578a,https://lda.gov/filings/public/contribution/4ad5c94f-bb96-4f72-bd30-3fec4aaa578a/print/
DelBene,D000617,THE NONPROFIT ALLIANCE,2023-01-26,500.00,500.0,Rep. Suzan DelBene,2023,Mid-Year (Jan 1 - Jun 30),97b9e7e7-3ad0-4e3e-be04-c4d32a0d11ea,https://lda.gov/filings/public/contribution/97b9e7e7-3ad0-4e3e-be04-c4d32a0d11ea/print/
DelBene,D000617,HONEYWELL INTERNATIONAL,2023-03-01,2500.00,2500.0,Suzan DelBene,2023,Mid-Year (Jan 1 - Jun 30),c6f8861a-56b5-4060-bf8c-9922aa2f6a3e,https://lda.gov/filings/public/contribution/c6f8861a-56b5-4060-bf8c-9922aa2f6a3e/print/
DelBene,D000617,GOOGLE CLIENT SERVICES LLC,2023-03-03,1000.00,1000.0,Rep. Suzan DelBene,2023,Mid-Year (Jan 1 - Jun 30),501f2fa2-5526-4a43-a2ea-2e0dcd4f2b60,https://lda.gov/filings/public/contribution/501f2fa2-5526-4a43-a2ea-2e0dcd4f2b60/print/
DelBene,D000617,STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY,2023-03-07,1000.00,1000.0,Rep. Suzan Kay DelBene,2023,Mid-Year (Jan 1 - Jun 30),93e4571e-2339-46ff-96b5-7c8a377a879b,https://lda.gov/filings/public/contribution/93e4571e-2339-46ff-96b5-7c8a377a879b/print/
DelBene,D000617,AMAZON.COM SERVICES LLC,2023-03-13,5000.00,5000.0,Rep. Suzan Kay DelBene,2023,Mid-Year (Jan 1 - Jun 30),774c155b-e8b3-475c-8dec-d24b479d8474,https://lda.gov/filings/public/contribution/774c155b-e8b3-475c-8dec-d24b479d8474/print/
DelBene,D000617,"MEDTRONIC, INC.",2023-03-15,5000.00,5000.0,Suzan DelBene,2023,Mid-Year (Jan 1 - Jun 30),9ebd9f4f-e6bd-4190-b4c8-a35d91b7a2a5,https://lda.gov/filings/public/contribution/9ebd9f4f-e6bd-4190-b4c8-a35d91b7a2a5/print/
DelBene,D000617,"MEDTRONIC, INC.",2023-03-15,5000.00,5000.0,Suzan DelBene,2023,Mid-Year (Jan 1 - Jun 30),9ebd9f4f-e6bd-4190-b4c8-a35d91b7a2a5,https://lda.gov/filings/public/contribution/9ebd9f4f-e6bd-4190-b4c8-a35d91b7a2a5/print/
DelBene,D000617,NATIONAL ASSOCIATION OF MUTUAL INSURANCE COMPANIES,2023-03-20,1000.00,1000.0,Rep Suzan DelBene,2023,Mid-Year (Jan 1 - Jun 30),4eaeead0-31b2-42c6-82e8-a1a605fcc1e9,https://lda.gov/filings/public/contribution/4eaeead0-31b2-42c6-82e8-a1a605fcc1e9/print/
DelBene,D000617,AMERICAN BANKERS ASSOCIATION,2023-03-21,2500.00,2500.0,Rep Suzan DelBene,2023,Mid-Year (Jan 1 - Jun 30),fe31b64c-1451-4a83-8d0a-d16830e8aab1,https://lda.gov/filings/public/contribution/fe31b64c-1451-4a83-8d0a-d16830e8aab1/print/
DelBene,D000617,THE PROCTER AND GAMBLE COMPANY,2023-03-27,1000.00,1000.0,Rep. Suzan Kay DelBene,2023,Mid-Year (Jan 1 - Jun 30),cf647cee-6629-462b-9528-3572bda09547,https://lda.gov/filings/public/contribution/cf647cee-6629-462b-9528-3572bda09547/print/
DelBene,D000617,THE NONPROFIT ALLIANCE,2023-03-28,500.00,500.0,Rep. Suzan DelBene,2023,Mid-Year (Jan 1 - Jun 30),97b9e7e7-3ad0-4e3e-be04-c4d32a0d11ea,https://lda.gov/filings/public/contribution/97b9e7e7-3ad0-4e3e-be04-c4d32a0d11ea/print/
DelBene,D000617,AFLAC INCORPORATED,2023-03-28,3000.00,3000.0,Rep. Suzan Delbene,2023,Mid-Year (Jan 1 - Jun 30),fbbd886c-196b-42de-a08e-ffd9571918a5,https://lda.gov/filings/public/contribution/fbbd886c-196b-42de-a08e-ffd9571918a5/print/
DelBene,D000617,MORTGAGE BANKERS ASSOCIATION,2023-03-29,5000.00,5000.0,Rep Suzan DelBene,2023,Mid-Year (Jan 1 - Jun 30),4ad5c94f-bb96-4f72-bd30-3fec4aaa578a,https://lda.gov/filings/public/contribution/4ad5c94f-bb96-4f72-bd30-3fec4aaa578a/print/
DelBene,D000617,GOOGLE CLIENT SERVICES LLC,2023-03-31,5000.00,5000.0,Rep. Suzan DelBene,2023,Mid-Year (Jan 1 - Jun 30),501f2fa2-5526-4a43-a2ea-2e0dcd4f2b60,https://lda.gov/filings/public/contribution/501f2fa2-5526-4a43-a2ea-2e0dcd4f2b60/print/
DelBene,D000617,CAPITAL ONE FINANCIAL CORPORATION,2023-04-14,1000.00,1000.0,Suzan DelBene,2023,Mid-Year (Jan 1 - Jun 30),eaab76dd-2e1d-479b-b3a7-dc1a91dbddb7,https://lda.gov/filings/public/contribution/eaab76dd-2e1d-479b-b3a7-dc1a91dbddb7/print/
DelBene,D000617,AMERICAN LAND TITLE ASSOCIATION,2023-04-20,2500.00,2500.0,Suzan DelBene,2023,Mid-Year (Jan 1 - Jun 30),86b273d5-f3df-4d21-b87e-9415be185d1a,https://lda.gov/filings/public/contribution/86b273d5-f3df-4d21-b87e-9415be185d1a/print/
DelBene,D000617,HARTFORD INSURANCE GROUP (FKA HARTFORD FINANCIAL SERVICES GROUP),2023-05-10,1000.00,1000.0,Rep Suzan DelBene,2023,Mid-Year (Jan 1 - Jun 30),d5bab64a-9c06-4bc8-8a18-ba794991546f,https://lda.gov/filings/public/contribution/d5bab64a-9c06-4bc8-8a18-ba794991546f/print/
DelBene,D000617,MORTGAGE BANKERS ASSOCIATION,2023-05-30,2500.00,2500.0,Rep Suzan DelBene,2023,Mid-Year (Jan 1 - Jun 30),4ad5c94f-bb96-4f72-bd30-3fec4aaa578a,https://lda.gov/filings/public/contribution/4ad5c94f-bb96-4f72-bd30-3fec4aaa578a/print/
DelBene,D000617,THE HOME DEPOT,2023-05-30,5000.00,5000.0,Rep. Suzan Kay DelBene,2023,Mid-Year (Jan 1 - Jun 30),7f3d6d83-f273-44e2-84d0-7d2f19818a20,https://lda.gov/filings/public/contribution/7f3d6d83-f273-44e2-84d0-7d2f19818a20/print/
DelBene,D000617,THE NONPROFIT ALLIANCE,2023-06-05,500.00,500.0,Rep. Suzan DelBene,2023,Mid-Year (Jan 1 - Jun 30),97b9e7e7-3ad0-4e3e-be04-c4d32a0d11ea,https://lda.gov/filings/public/contribution/97b9e7e7-3ad0-4e3e-be04-c4d32a0d11ea/print/
DelBene,D000617,STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY,2023-06-08,1000.00,1000.0,Rep. Suzan Kay DelBene,2023,Mid-Year (Jan 1 - Jun 30),93e4571e-2339-46ff-96b5-7c8a377a879b,https://lda.gov/filings/public/contribution/93e4571e-2339-46ff-96b5-7c8a377a879b/print/
DelBene,D000617,AFLAC INCORPORATED,2023-06-15,2000.00,2000.0,Rep. Suzan DelBene,2023,Mid-Year (Jan 1 - Jun 30),fbbd886c-196b-42de-a08e-ffd9571918a5,https://lda.gov/filings/public/contribution/fbbd886c-196b-42de-a08e-ffd9571918a5/print/
DelBene,D000617,NATIONAL ASSOCIATION OF MUTUAL INSURANCE COMPANIES,2023-06-21,1000.00,1000.0,Rep Suzan DelBene,2023,Mid-Year (Jan 1 - Jun 30),4eaeead0-31b2-42c6-82e8-a1a605fcc1e9,https://lda.gov/filings/public/contribution/4eaeead0-31b2-42c6-82e8-a1a605fcc1e9/print/
DelBene,D000617,UNITED SERVICES AUTOMOBILE ASSOCIATION,2023-06-21,2500.00,2500.0,Rep. Suzan Kay DelBene,2023,Mid-Year (Jan 1 - Jun 30),0a70c8c3-1a66-42a4-abed-7b835c143859,https://lda.gov/filings/public/contribution/0a70c8c3-1a66-42a4-abed-7b835c143859/print/
DelBene,D000617,LOWE'S COMPANIES INC.,2023-06-21,2500.00,2500.0,Rep. Suzan Kay DelBene,2023,Mid-Year (Jan 1 - Jun 30),1f16563d-afb0-43ef-9474-90a0048d6408,https://lda.gov/filings/public/contribution/1f16563d-afb0-43ef-9474-90a0048d6408/print/
DelBene,D000617,HONEYWELL INTERNATIONAL,2023-06-23,2500.00,2500.0,Suzan DelBene,2023,Mid-Year (Jan 1 - Jun 30),c6f8861a-56b5-4060-bf8c-9922aa2f6a3e,https://lda.gov/filings/public/contribution/c6f8861a-56b5-4060-bf8c-9922aa2f6a3e/print/
DelBene,D000617,EBAY INC.,2023-07-21,1000.00,1000.0,Suzan DelBene,2023,Year-End (July 1 - Dec 31),513833ae-aee9-43eb-a0ea-d8afa3c24643,https://lda.gov/filings/public/contribution/513833ae-aee9-43eb-a0ea-d8afa3c24643/print/
DelBene,D000617,INDEPENDENT INSURANCE AGENTS & BROKERS OF AMERICA,2023-07-28,2500.00,2500.0,Suzan DelBene,2023,Year-End (July 1 - Dec 31),8ef9f145-97ad-4514-b0ad-1a642bee49cc,https://lda.gov/filings/public/contribution/8ef9f145-97ad-4514-b0ad-1a642bee49cc/print/
DelBene,D000617,MORTGAGE BANKERS ASSOCIATION,2023-08-01,1500.00,1500.0,Rep Suzan DelBene,2023,Year-End (July 1 - Dec 31),9f985404-b53e-4dd7-b04b-7280daa59aac,https://lda.gov/filings/public/contribution/9f985404-b53e-4dd7-b04b-7280daa59aac/print/
DelBene,D000617,INFORMATION TECHNOLOGY INDUSTRY COUNCIL,2023-08-16,1000.00,1000.0,Rep. Suzan DelBene,2023,Year-End (July 1 - Dec 31),00193954-df25-44b5-9728-61d74f079998,https://lda.gov/filings/public/contribution/00193954-df25-44b5-9728-61d74f079998/print/
DelBene,D000617,"SAP AMERICA, INC.",2023-09-15,2500.00,2500.0,Rep. Suzan Kay DelBene,2023,Year-End (July 1 - Dec 31),d7c37864-989d-4d49-a097-e176fe1fb450,https://lda.gov/filings/public/contribution/d7c37864-989d-4d49-a097-e176fe1fb450/print/
DelBene,D000617,HONEYWELL INTERNATIONAL,2023-09-18,2500.00,2500.0,Suzan DelBene,2023,Year-End (July 1 - Dec 31),d0290e25-94af-493c-8592-b2e35b77a549,https://lda.gov/filings/public/contribution/d0290e25-94af-493c-8592-b2e35b77a549/print/
