member,bioguide,in_house_registrant_client,contribution_date,amount,amount_num,honoree_name_as_filed,filing_year,filing_period,filing_uuid,lda_url
"Johnson (Speaker, reportedly arranged the block)",J000299,AMERICAN BANKERS ASSOCIATION,2022-03-23,1000.00,1000.0,Rep Mike Johnson,2022,Mid-Year (Jan 1 - Jun 30),fa928533-3f60-4134-9538-94fbdd3699a9,https://lda.gov/filings/public/contribution/fa928533-3f60-4134-9538-94fbdd3699a9/print/
"Johnson (Speaker, reportedly arranged the block)",J000299,NATIONAL RESTAURANT ASSOCIATION,2022-03-28,500.00,500.0,Mike Johnson,2022,Mid-Year (Jan 1 - Jun 30),d32977c2-d78f-4c18-998e-723b857b6e73,https://lda.gov/filings/public/contribution/d32977c2-d78f-4c18-998e-723b857b6e73/print/
"Johnson (Speaker, reportedly arranged the block)",J000299,COX ENTERPRISES INC.,2022-03-29,5000.00,5000.0,Rep. Mike Johnson,2022,Mid-Year (Jan 1 - Jun 30),270e0de8-c3e0-48bb-88d3-61580db661ba,https://lda.gov/filings/public/contribution/270e0de8-c3e0-48bb-88d3-61580db661ba/print/
"Johnson (Speaker, reportedly arranged the block)",J000299,"LUMEN TECHNOLOGIES, INC.",2022-05-09,-250.00,-250.0,Rep. Mike Johnson,2022,Mid-Year (Jan 1 - Jun 30),5cb9370f-9216-420d-8130-cd279a796be1,https://lda.gov/filings/public/contribution/5cb9370f-9216-420d-8130-cd279a796be1/print/
"Johnson (Speaker, reportedly arranged the block)",J000299,INTERNATIONAL FRANCHISE ASSOCIATION,2022-06-16,1000.00,1000.0,Mike Johnson,2022,Mid-Year (Jan 1 - Jun 30),0e9a79f1-b505-4926-b104-9d16638e0a81,https://lda.gov/filings/public/contribution/0e9a79f1-b505-4926-b104-9d16638e0a81/print/
"Johnson (Speaker, reportedly arranged the block)",J000299,"KOCH GOVERNMENT AFFAIRS, LLC",2022-06-20,500.00,500.0,Rep. Mike Johnson,2022,Mid-Year (Jan 1 - Jun 30),bf5ed86a-c833-4f27-964e-034f5e3525ac,https://lda.gov/filings/public/contribution/bf5ed86a-c833-4f27-964e-034f5e3525ac/print/
"Johnson (Speaker, reportedly arranged the block)",J000299,"KOCH GOVERNMENT AFFAIRS, LLC",2022-06-20,500.00,500.0,Rep. Mike Johnson,2022,Mid-Year (Jan 1 - Jun 30),bf5ed86a-c833-4f27-964e-034f5e3525ac,https://lda.gov/filings/public/contribution/bf5ed86a-c833-4f27-964e-034f5e3525ac/print/
"Johnson (Speaker, reportedly arranged the block)",J000299,INDEPENDENT INSURANCE AGENTS & BROKERS OF AMERICA,2022-06-22,2000.00,2000.0,Mike Johnson,2022,Mid-Year (Jan 1 - Jun 30),2164fa60-5968-41b1-bfbf-d16405b12041,https://lda.gov/filings/public/contribution/2164fa60-5968-41b1-bfbf-d16405b12041/print/
"Johnson (Speaker, reportedly arranged the block)",J000299,FINSECA,2022-06-28,2000.00,2000.0,Mike Johnson,2022,Mid-Year (Jan 1 - Jun 30),6dd91475-9020-4ab8-8427-d17ef0654968,https://lda.gov/filings/public/contribution/6dd91475-9020-4ab8-8427-d17ef0654968/print/
"Johnson (Speaker, reportedly arranged the block)",J000299,AMERICAN BANKERS ASSOCIATION,2022-07-22,3000.00,3000.0,Rep Mike Johnson,2022,Year-End (July 1 - Dec 31),edc78b40-0d33-4c37-9475-2e522ec38b5a,https://lda.gov/filings/public/contribution/edc78b40-0d33-4c37-9475-2e522ec38b5a/print/
"Johnson (Speaker, reportedly arranged the block)",J000299,MORTGAGE BANKERS ASSOCIATION,2022-08-01,2500.00,2500.0,Rep Mike Johnson,2022,Year-End (July 1 - Dec 31),e8b3e72d-ceba-4730-982a-6f6739c195d4,https://lda.gov/filings/public/contribution/e8b3e72d-ceba-4730-982a-6f6739c195d4/print/
"Johnson (Speaker, reportedly arranged the block)",J000299,"KOCH GOVERNMENT AFFAIRS, LLC",2022-08-03,2500.00,2500.0,Rep. Mike Johnson,2022,Year-End (July 1 - Dec 31),53e0f471-1390-4e47-971c-d1a228cd2ad4,https://lda.gov/filings/public/contribution/53e0f471-1390-4e47-971c-d1a228cd2ad4/print/
"Johnson (Speaker, reportedly arranged the block)",J000299,"KOCH GOVERNMENT AFFAIRS, LLC",2022-09-12,5000.00,5000.0,Rep. Mike Johnson,2022,Year-End (July 1 - Dec 31),53e0f471-1390-4e47-971c-d1a228cd2ad4,https://lda.gov/filings/public/contribution/53e0f471-1390-4e47-971c-d1a228cd2ad4/print/
"Johnson (Speaker, reportedly arranged the block)",J000299,"KOCH GOVERNMENT AFFAIRS, LLC",2022-09-20,2000.00,2000.0,Rep. Mike Johnson,2022,Year-End (July 1 - Dec 31),53e0f471-1390-4e47-971c-d1a228cd2ad4,https://lda.gov/filings/public/contribution/53e0f471-1390-4e47-971c-d1a228cd2ad4/print/
"Johnson (Speaker, reportedly arranged the block)",J000299,PARAMOUNT SKYDANCE CORPORATION (FKA PARAMOUNT GLOBAL),2022-09-28,1500.00,1500.0,Mike Johnson,2022,Year-End (July 1 - Dec 31),55e0b779-4fe6-45ce-887a-1d00b2dd8e7d,https://lda.gov/filings/public/contribution/55e0b779-4fe6-45ce-887a-1d00b2dd8e7d/print/
"Johnson (Speaker, reportedly arranged the block)",J000299,PARAMOUNT SKYDANCE CORPORATION (FKA PARAMOUNT GLOBAL),2023-04-12,1000.00,1000.0,Mike Johnson,2023,Mid-Year (Jan 1 - Jun 30),b66e396c-4a41-4f11-b3fe-3dc2a302d7cd,https://lda.gov/filings/public/contribution/b66e396c-4a41-4f11-b3fe-3dc2a302d7cd/print/
"Johnson (Speaker, reportedly arranged the block)",J000299,CAPITAL ONE FINANCIAL CORPORATION,2023-04-14,1000.00,1000.0,Mike Johnson,2023,Mid-Year (Jan 1 - Jun 30),eaab76dd-2e1d-479b-b3a7-dc1a91dbddb7,https://lda.gov/filings/public/contribution/eaab76dd-2e1d-479b-b3a7-dc1a91dbddb7/print/
"Johnson (Speaker, reportedly arranged the block)",J000299,NATIONAL RESTAURANT ASSOCIATION,2023-04-25,1000.00,1000.0,Mike Johnson,2023,Mid-Year (Jan 1 - Jun 30),55423847-8a7d-4310-bd49-7279e9ed1ecc,https://lda.gov/filings/public/contribution/55423847-8a7d-4310-bd49-7279e9ed1ecc/print/
"Johnson (Speaker, reportedly arranged the block)",J000299,AMERICAN BANKERS ASSOCIATION,2023-05-03,2500.00,2500.0,Rep Mike Johnson,2023,Mid-Year (Jan 1 - Jun 30),fe31b64c-1451-4a83-8d0a-d16830e8aab1,https://lda.gov/filings/public/contribution/fe31b64c-1451-4a83-8d0a-d16830e8aab1/print/
"Johnson (Speaker, reportedly arranged the block)",J000299,"KOCH GOVERNMENT AFFAIRS, LLC",2023-05-23,2500.00,2500.0,Rep. Mike Johnson,2023,Mid-Year (Jan 1 - Jun 30),ea139a30-8db7-4f1e-85f2-c20d4ab6d2cc,https://lda.gov/filings/public/contribution/ea139a30-8db7-4f1e-85f2-c20d4ab6d2cc/print/
"Johnson (Speaker, reportedly arranged the block)",J000299,MORTGAGE BANKERS ASSOCIATION,2023-05-30,2500.00,2500.0,Rep Mike Johnson,2023,Mid-Year (Jan 1 - Jun 30),4ad5c94f-bb96-4f72-bd30-3fec4aaa578a,https://lda.gov/filings/public/contribution/4ad5c94f-bb96-4f72-bd30-3fec4aaa578a/print/
"Johnson (Speaker, reportedly arranged the block)",J000299,"KOCH GOVERNMENT AFFAIRS, LLC",2023-07-24,1000.00,1000.0,Rep. Mike Johnson,2023,Year-End (July 1 - Dec 31),8e7b6166-68a9-484e-8303-efe1cf4d2736,https://lda.gov/filings/public/contribution/8e7b6166-68a9-484e-8303-efe1cf4d2736/print/
"Johnson (Speaker, reportedly arranged the block)",J000299,"KOCH GOVERNMENT AFFAIRS, LLC",2023-09-19,1000.00,1000.0,Rep. Mike Johnson,2023,Year-End (July 1 - Dec 31),8e7b6166-68a9-484e-8303-efe1cf4d2736,https://lda.gov/filings/public/contribution/8e7b6166-68a9-484e-8303-efe1cf4d2736/print/
"Johnson (Speaker, reportedly arranged the block)",J000299,AMERICAN BANKERS ASSOCIATION,2023-10-13,2500.00,2500.0,Rep Mike Johnson,2023,Year-End (July 1 - Dec 31),2871ee0d-e813-40b1-9569-19d6c8c26c55,https://lda.gov/filings/public/contribution/2871ee0d-e813-40b1-9569-19d6c8c26c55/print/
"Johnson (Speaker, reportedly arranged the block)",J000299,"KOCH GOVERNMENT AFFAIRS, LLC",2023-10-25,500.00,500.0,Rep. Mike Johnson,2023,Year-End (July 1 - Dec 31),8e7b6166-68a9-484e-8303-efe1cf4d2736,https://lda.gov/filings/public/contribution/8e7b6166-68a9-484e-8303-efe1cf4d2736/print/
"Johnson (Speaker, reportedly arranged the block)",J000299,"KOCH GOVERNMENT AFFAIRS, LLC",2023-10-25,2000.00,2000.0,Rep. Mike Johnson,2023,Year-End (July 1 - Dec 31),8e7b6166-68a9-484e-8303-efe1cf4d2736,https://lda.gov/filings/public/contribution/8e7b6166-68a9-484e-8303-efe1cf4d2736/print/
"Johnson (Speaker, reportedly arranged the block)",J000299,AMERICAN BANKERS ASSOCIATION,2023-10-27,2500.00,2500.0,Rep Mike Johnson,2023,Year-End (July 1 - Dec 31),2871ee0d-e813-40b1-9569-19d6c8c26c55,https://lda.gov/filings/public/contribution/2871ee0d-e813-40b1-9569-19d6c8c26c55/print/
"Johnson (Speaker, reportedly arranged the block)",J000299,APPLE INC.,2023-11-18,1000.00,1000.0,Mike Johnson,2023,Year-End (July 1 - Dec 31),982b4b69-cda6-4224-a17e-0af070c62493,https://lda.gov/filings/public/contribution/982b4b69-cda6-4224-a17e-0af070c62493/print/
"Johnson (Speaker, reportedly arranged the block)",J000299,GOOGLE CLIENT SERVICES LLC,2023-11-22,1000.00,1000.0,Rep. Mike Johnson,2023,Year-End (July 1 - Dec 31),e60aace0-a9ca-4252-bac3-28c87d247d5d,https://lda.gov/filings/public/contribution/e60aace0-a9ca-4252-bac3-28c87d247d5d/print/
"Johnson (Speaker, reportedly arranged the block)",J000299,AMERICAN BANKERS ASSOCIATION,2023-11-27,5000.00,5000.0,Rep Mike Johnson,2023,Year-End (July 1 - Dec 31),2871ee0d-e813-40b1-9569-19d6c8c26c55,https://lda.gov/filings/public/contribution/2871ee0d-e813-40b1-9569-19d6c8c26c55/print/
"Johnson (Speaker, reportedly arranged the block)",J000299,HONEYWELL INTERNATIONAL,2023-11-28,5000.00,5000.0,Mike Johnson,2023,Year-End (July 1 - Dec 31),d0290e25-94af-493c-8592-b2e35b77a549,https://lda.gov/filings/public/contribution/d0290e25-94af-493c-8592-b2e35b77a549/print/
"Johnson (Speaker, reportedly arranged the block)",J000299,HONEYWELL INTERNATIONAL,2023-11-28,5000.00,5000.0,Mike Johnson,2023,Year-End (July 1 - Dec 31),d0290e25-94af-493c-8592-b2e35b77a549,https://lda.gov/filings/public/contribution/d0290e25-94af-493c-8592-b2e35b77a549/print/
"Johnson (Speaker, reportedly arranged the block)",J000299,HONEYWELL INTERNATIONAL,2023-11-28,5000.00,5000.0,Mike Johnson,2023,Year-End (July 1 - Dec 31),d0290e25-94af-493c-8592-b2e35b77a549,https://lda.gov/filings/public/contribution/d0290e25-94af-493c-8592-b2e35b77a549/print/
"Johnson (Speaker, reportedly arranged the block)",J000299,GOOGLE CLIENT SERVICES LLC,2023-11-30,5000.00,5000.0,Rep. Mike Johnson,2023,Year-End (July 1 - Dec 31),ea995f73-c848-4867-8cf6-0aef9a8f428a,https://lda.gov/filings/public/contribution/ea995f73-c848-4867-8cf6-0aef9a8f428a/print/
"Johnson (Speaker, reportedly arranged the block)",J000299,GOOGLE CLIENT SERVICES LLC,2023-11-30,5000.00,5000.0,Rep. Mike Johnson,2023,Year-End (July 1 - Dec 31),ea995f73-c848-4867-8cf6-0aef9a8f428a,https://lda.gov/filings/public/contribution/ea995f73-c848-4867-8cf6-0aef9a8f428a/print/
"Johnson (Speaker, reportedly arranged the block)",J000299,INDEPENDENT INSURANCE AGENTS & BROKERS OF AMERICA,2023-12-11,5000.00,5000.0,Mike Johnson,2023,Year-End (July 1 - Dec 31),8ef9f145-97ad-4514-b0ad-1a642bee49cc,https://lda.gov/filings/public/contribution/8ef9f145-97ad-4514-b0ad-1a642bee49cc/print/
"Johnson (Speaker, reportedly arranged the block)",J000299,"KOCH GOVERNMENT AFFAIRS, LLC",2023-12-11,5000.00,5000.0,Rep. Mike Johnson,2023,Year-End (July 1 - Dec 31),8e7b6166-68a9-484e-8303-efe1cf4d2736,https://lda.gov/filings/public/contribution/8e7b6166-68a9-484e-8303-efe1cf4d2736/print/
"Johnson (Speaker, reportedly arranged the block)",J000299,THE HOME DEPOT,2023-12-11,5000.00,5000.0,Rep. Mike Johnson,2023,Year-End (July 1 - Dec 31),874060a3-3cd1-42c2-8886-da959d3671c5,https://lda.gov/filings/public/contribution/874060a3-3cd1-42c2-8886-da959d3671c5/print/
"Johnson (Speaker, reportedly arranged the block)",J000299,AMERICAN BANKERS ASSOCIATION,2023-12-14,5000.00,5000.0,Rep Mike Johnson,2023,Year-End (July 1 - Dec 31),2871ee0d-e813-40b1-9569-19d6c8c26c55,https://lda.gov/filings/public/contribution/2871ee0d-e813-40b1-9569-19d6c8c26c55/print/
"Johnson (Speaker, reportedly arranged the block)",J000299,COX ENTERPRISES INC.,2023-12-14,5000.00,5000.0,Rep. Mike Johnson,2023,Year-End (July 1 - Dec 31),63eb1b90-5722-4b42-9e24-c5b24a4ee1f2,https://lda.gov/filings/public/contribution/63eb1b90-5722-4b42-9e24-c5b24a4ee1f2/print/
"Johnson (Speaker, reportedly arranged the block)",J000299,CAPITAL ONE FINANCIAL CORPORATION,2023-12-15,5000.00,5000.0,Mike Johnson,2023,Year-End (July 1 - Dec 31),9b180124-5680-4bcb-a43f-9ddf6eb8f0dc,https://lda.gov/filings/public/contribution/9b180124-5680-4bcb-a43f-9ddf6eb8f0dc/print/
"Johnson (Speaker, reportedly arranged the block)",J000299,THE HOME DEPOT,2023-12-17,5000.00,5000.0,Rep. Mike Johnson,2023,Year-End (July 1 - Dec 31),874060a3-3cd1-42c2-8886-da959d3671c5,https://lda.gov/filings/public/contribution/874060a3-3cd1-42c2-8886-da959d3671c5/print/
"Johnson (Speaker, reportedly arranged the block)",J000299,THE HOME DEPOT,2023-12-17,5000.00,5000.0,Rep. Mike Johnson,2023,Year-End (July 1 - Dec 31),874060a3-3cd1-42c2-8886-da959d3671c5,https://lda.gov/filings/public/contribution/874060a3-3cd1-42c2-8886-da959d3671c5/print/
"Johnson (Speaker, reportedly arranged the block)",J000299,ROCK CENTRAL,2023-12-19,5000.00,5000.0,Congressman Mike Johnson,2023,Year-End (July 1 - Dec 31),273f8952-1bb9-4cd7-944e-a16cf67291d8,https://lda.gov/filings/public/contribution/273f8952-1bb9-4cd7-944e-a16cf67291d8/print/
"Johnson (Speaker, reportedly arranged the block)",J000299,MORTGAGE BANKERS ASSOCIATION,2023-12-20,5000.00,5000.0,Rep Mike Johnson,2023,Year-End (July 1 - Dec 31),9f985404-b53e-4dd7-b04b-7280daa59aac,https://lda.gov/filings/public/contribution/9f985404-b53e-4dd7-b04b-7280daa59aac/print/
"Johnson (Speaker, reportedly arranged the block)",J000299,FORD MOTOR COMPANY,2024-01-17,10000.00,10000.0,Rep. Mike Johnson,2024,Mid-Year (Jan 1 - Jun 30),ff569b5a-49b3-4b29-b528-5052b1d4f551,https://lda.gov/filings/public/contribution/ff569b5a-49b3-4b29-b528-5052b1d4f551/print/
"Johnson (Speaker, reportedly arranged the block)",J000299,INTERNATIONAL FRANCHISE ASSOCIATION,2024-01-19,5000.00,5000.0,Mike Johnson,2024,Mid-Year (Jan 1 - Jun 30),cc25d471-9e21-4cb7-a2b5-da5d91519627,https://lda.gov/filings/public/contribution/cc25d471-9e21-4cb7-a2b5-da5d91519627/print/
"Johnson (Speaker, reportedly arranged the block)",J000299,INTERNATIONAL FRANCHISE ASSOCIATION,2024-01-19,5000.00,5000.0,Mike Johnson,2024,Mid-Year (Jan 1 - Jun 30),cc25d471-9e21-4cb7-a2b5-da5d91519627,https://lda.gov/filings/public/contribution/cc25d471-9e21-4cb7-a2b5-da5d91519627/print/
"Johnson (Speaker, reportedly arranged the block)",J000299,AMERICAN BANKERS ASSOCIATION,2024-02-01,5000.00,5000.0,Rep Mike Johnson,2024,Mid-Year (Jan 1 - Jun 30),082d5e8f-dd55-450a-bf22-7f3e2e5d9a51,https://lda.gov/filings/public/contribution/082d5e8f-dd55-450a-bf22-7f3e2e5d9a51/print/
"Johnson (Speaker, reportedly arranged the block)",J000299,CAPITAL ONE FINANCIAL CORPORATION,2024-02-09,4000.00,4000.0,Mike Johnson,2024,Mid-Year (Jan 1 - Jun 30),3e780ad4-ac2f-430e-a04b-4929e28c5ecc,https://lda.gov/filings/public/contribution/3e780ad4-ac2f-430e-a04b-4929e28c5ecc/print/
"Johnson (Speaker, reportedly arranged the block)",J000299,CAPITAL ONE FINANCIAL CORPORATION,2024-02-09,1000.00,1000.0,Mike Johnson,2024,Mid-Year (Jan 1 - Jun 30),3e780ad4-ac2f-430e-a04b-4929e28c5ecc,https://lda.gov/filings/public/contribution/3e780ad4-ac2f-430e-a04b-4929e28c5ecc/print/
"Johnson (Speaker, reportedly arranged the block)",J000299,"KOCH GOVERNMENT AFFAIRS, LLC",2024-02-12,5000.00,5000.0,Rep. Mike Johnson,2024,Mid-Year (Jan 1 - Jun 30),d45eacd3-1a80-44ac-94ad-d6763df2fb23,https://lda.gov/filings/public/contribution/d45eacd3-1a80-44ac-94ad-d6763df2fb23/print/
"Johnson (Speaker, reportedly arranged the block)",J000299,AFLAC INCORPORATED,2024-02-22,5000.00,5000.0,Rep. Mike Johnson,2024,Mid-Year (Jan 1 - Jun 30),c430dddb-72d1-47d0-a28e-1afec91a6b50,https://lda.gov/filings/public/contribution/c430dddb-72d1-47d0-a28e-1afec91a6b50/print/
